id,byte0,byte1,byte2,byte3,byte4,byte5,byte6,byte7,time_interval,same_id_time_interval,label
0,0,0,0,0,0,0,0,0,0.0002791881561279297,0.0002791881561279297,MALIGN
0,0,0,0,0,0,0,0,0,0.003016948699951172,0.003016948699951172,MALIGN
0,0,0,0,0,0,0,0,0,0.00028395652770996094,0.00028395652770996094,MALIGN
0,0,0,0,0,0,0,0,0,0.0030260086059570312,0.0030260086059570312,MALIGN
0,0,0,0,0,0,0,0,0,0.0006539821624755859,0.0006539821624755859,MALIGN
0,0,0,0,0,0,0,0,0,0.0030279159545898438,0.0030279159545898438,MALIGN
0,0,0,0,0,0,0,0,0,0.00044918060302734375,0.00044918060302734375,MALIGN
0,0,0,0,0,0,0,0,0,0.003034830093383789,0.003034830093383789,MALIGN
0,0,0,0,0,0,0,0,0,0.0006389617919921875,0.0006389617919921875,MALIGN
0,0,0,0,0,0,0,0,0,0.0030221939086914062,0.0030221939086914062,MALIGN
0,0,0,0,0,0,0,0,0,0.0003399848937988281,0.0003399848937988281,MALIGN
0,0,0,0,0,0,0,0,0,0.0030188560485839844,0.0030188560485839844,MALIGN
0,0,0,0,0,0,0,0,0,0.0003211498260498047,0.0003211498260498047,MALIGN
0,0,0,0,0,0,0,0,0,0.003039836883544922,0.003039836883544922,MALIGN
0,0,0,0,0,0,0,0,0,0.0007641315460205078,0.0007641315460205078,MALIGN
0,0,0,0,0,0,0,0,0,0.003036022186279297,0.003036022186279297,MALIGN
0,0,0,0,0,0,0,0,0,0.0005009174346923828,0.0005009174346923828,MALIGN
0,0,0,0,0,0,0,0,0,0.0030379295349121094,0.0030379295349121094,MALIGN
0,0,0,0,0,0,0,0,0,0.0004520416259765625,0.0004520416259765625,MALIGN
0,0,0,0,0,0,0,0,0,0.003008127212524414,0.003008127212524414,MALIGN
0,0,0,0,0,0,0,0,0,0.00014901161193847656,0.00014901161193847656,MALIGN
0,0,0,0,0,0,0,0,0,0.0030128955841064453,0.0030128955841064453,MALIGN
0,0,0,0,0,0,0,0,0,0.0002999305725097656,0.0002999305725097656,MALIGN
0,0,0,0,0,0,0,0,0,0.003025054931640625,0.003025054931640625,MALIGN
0,0,0,0,0,0,0,0,0,0.00045299530029296875,0.00045299530029296875,MALIGN
0,0,0,0,0,0,0,0,0,0.003031015396118164,0.003031015396118164,MALIGN
0,0,0,0,0,0,0,0,0,0.000431060791015625,0.000431060791015625,MALIGN
0,0,0,0,0,0,0,0,0,0.003020048141479492,0.003020048141479492,MALIGN
0,0,0,0,0,0,0,0,0,0.0002689361572265625,0.0002689361572265625,MALIGN
0,0,0,0,0,0,0,0,0,0.0030188560485839844,0.0030188560485839844,MALIGN
0,0,0,0,0,0,0,0,0,0.00036907196044921875,0.00036907196044921875,MALIGN
0,0,0,0,0,0,0,0,0,0.0030241012573242188,0.0030241012573242188,MALIGN
0,0,0,0,0,0,0,0,0,0.0006020069122314453,0.0006020069122314453,MALIGN
0,0,0,0,0,0,0,0,0,0.003041982650756836,0.003041982650756836,MALIGN
0,0,0,0,0,0,0,0,0,0.0007598400115966797,0.0007598400115966797,MALIGN
0,0,0,0,0,0,0,0,0,0.003031015396118164,0.003031015396118164,MALIGN
0,0,0,0,0,0,0,0,0,0.0004169940948486328,0.0004169940948486328,MALIGN
0,0,0,0,0,0,0,0,0,0.0030210018157958984,0.0030210018157958984,MALIGN
0,0,0,0,0,0,0,0,0,0.00034499168395996094,0.00034499168395996094,MALIGN
0,0,0,0,0,0,0,0,0,0.003014087677001953,0.003014087677001953,MALIGN
0,0,0,0,0,0,0,0,0,0.00021004676818847656,0.00021004676818847656,MALIGN
0,0,0,0,0,0,0,0,0,0.003036975860595703,0.003036975860595703,MALIGN
0,0,0,0,0,0,0,0,0,0.0007030963897705078,0.0007030963897705078,MALIGN
0,0,0,0,0,0,0,0,0,0.00302886962890625,0.00302886962890625,MALIGN
0,0,0,0,0,0,0,0,0,0.0005209445953369141,0.0005209445953369141,MALIGN
0,0,0,0,0,0,0,0,0,0.0030350685119628906,0.0030350685119628906,MALIGN
0,0,0,0,0,0,0,0,0,0.00045299530029296875,0.00045299530029296875,MALIGN
0,0,0,0,0,0,0,0,0,0.003016948699951172,0.003016948699951172,MALIGN
0,0,0,0,0,0,0,0,0,0.0002300739288330078,0.0002300739288330078,MALIGN
0,0,0,0,0,0,0,0,0,0.003017902374267578,0.003017902374267578,MALIGN
0,0,0,0,0,0,0,0,0,0.0002930164337158203,0.0002930164337158203,MALIGN
0,0,0,0,0,0,0,0,0,0.0030241012573242188,0.0030241012573242188,MALIGN
0,0,0,0,0,0,0,0,0,0.0008208751678466797,0.0008208751678466797,MALIGN
0,0,0,0,0,0,0,0,0,0.0030400753021240234,0.0030400753021240234,MALIGN
0,0,0,0,0,0,0,0,0,0.0006921291351318359,0.0006921291351318359,MALIGN
0,0,0,0,0,0,0,0,0,0.0030608177185058594,0.0030608177185058594,MALIGN
0,0,0,0,0,0,0,0,0,0.0006690025329589844,0.0006690025329589844,MALIGN
0,0,0,0,0,0,0,0,0,0.0030171871185302734,0.0030171871185302734,MALIGN
0,0,0,0,0,0,0,0,0,0.00049591064453125,0.00049591064453125,MALIGN
0,0,0,0,0,0,0,0,0,0.0030150413513183594,0.0030150413513183594,MALIGN
0,0,0,0,0,0,0,0,0,0.0003859996795654297,0.0003859996795654297,MALIGN
0,0,0,0,0,0,0,0,0,0.0030488967895507812,0.0030488967895507812,MALIGN
0,0,0,0,0,0,0,0,0,0.00030612945556640625,0.00030612945556640625,MALIGN
0,0,0,0,0,0,0,0,0,0.003036975860595703,0.003036975860595703,MALIGN
0,0,0,0,0,0,0,0,0,0.0005550384521484375,0.0005550384521484375,MALIGN
0,0,0,0,0,0,0,0,0,0.0030219554901123047,0.0030219554901123047,MALIGN
0,0,0,0,0,0,0,0,0,0.00037384033203125,0.00037384033203125,MALIGN
0,0,0,0,0,0,0,0,0,0.003014087677001953,0.003014087677001953,MALIGN
0,0,0,0,0,0,0,0,0,0.00022912025451660156,0.00022912025451660156,MALIGN
0,0,0,0,0,0,0,0,0,0.0030198097229003906,0.0030198097229003906,MALIGN
0,0,0,0,0,0,0,0,0,0.00032520294189453125,0.00032520294189453125,MALIGN
0,0,0,0,0,0,0,0,0,0.0030210018157958984,0.0030210018157958984,MALIGN
0,0,0,0,0,0,0,0,0,0.0004458427429199219,0.0004458427429199219,MALIGN
0,0,0,0,0,0,0,0,0,0.003036022186279297,0.003036022186279297,MALIGN
0,0,0,0,0,0,0,0,0,0.0003619194030761719,0.0003619194030761719,MALIGN
0,0,0,0,0,0,0,0,0,0.003019094467163086,0.003019094467163086,MALIGN
0,0,0,0,0,0,0,0,0,0.0003299713134765625,0.0003299713134765625,MALIGN
0,0,0,0,0,0,0,0,0,0.003020048141479492,0.003020048141479492,MALIGN
0,0,0,0,0,0,0,0,0,0.00032901763916015625,0.00032901763916015625,MALIGN
0,0,0,0,0,0,0,0,0,0.0030150413513183594,0.0030150413513183594,MALIGN
0,0,0,0,0,0,0,0,0,0.000392913818359375,0.000392913818359375,MALIGN
0,0,0,0,0,0,0,0,0,0.0030279159545898438,0.0030279159545898438,MALIGN
0,0,0,0,0,0,0,0,0,0.0004990100860595703,0.0004990100860595703,MALIGN
0,0,0,0,0,0,0,0,0,0.003050088882446289,0.003050088882446289,MALIGN
0,0,0,0,0,0,0,0,0,0.000637054443359375,0.000637054443359375,MALIGN
0,0,0,0,0,0,0,0,0,0.00302886962890625,0.00302886962890625,MALIGN
0,0,0,0,0,0,0,0,0,0.0004401206970214844,0.0004401206970214844,MALIGN
0,0,0,0,0,0,0,0,0,0.003016948699951172,0.003016948699951172,MALIGN
0,0,0,0,0,0,0,0,0,0.0002770423889160156,0.0002770423889160156,MALIGN
0,0,0,0,0,0,0,0,0,0.0030319690704345703,0.0030319690704345703,MALIGN
0,0,0,0,0,0,0,0,0,0.0006299018859863281,0.0006299018859863281,MALIGN
0,0,0,0,0,0,0,0,0,0.0030281543731689453,0.0030281543731689453,MALIGN
0,0,0,0,0,0,0,0,0,0.0006890296936035156,0.0006890296936035156,MALIGN
0,0,0,0,0,0,0,0,0,0.003052949905395508,0.003052949905395508,MALIGN
0,0,0,0,0,0,0,0,0,0.0008568763732910156,0.0008568763732910156,MALIGN
0,0,0,0,0,0,0,0,0,0.003036975860595703,0.003036975860595703,MALIGN
0,0,0,0,0,0,0,0,0,0.00034618377685546875,0.00034618377685546875,MALIGN
0,0,0,0,0,0,0,0,0,0.0030188560485839844,0.0030188560485839844,MALIGN
0,0,0,0,0,0,0,0,0,0.0003349781036376953,0.0003349781036376953,MALIGN
0,0,0,0,0,0,0,0,0,0.003041982650756836,0.003041982650756836,MALIGN
0,0,0,0,0,0,0,0,0,0.0008111000061035156,0.0008111000061035156,MALIGN
0,0,0,0,0,0,0,0,0,0.0030219554901123047,0.0030219554901123047,MALIGN
0,0,0,0,0,0,0,0,0,0.00042510032653808594,0.00042510032653808594,MALIGN
0,0,0,0,0,0,0,0,0,0.0030379295349121094,0.0030379295349121094,MALIGN
0,0,0,0,0,0,0,0,0,0.0005309581756591797,0.0005309581756591797,MALIGN
0,0,0,0,0,0,0,0,0,0.0030231475830078125,0.0030231475830078125,MALIGN
0,0,0,0,0,0,0,0,0,0.0003509521484375,0.0003509521484375,MALIGN
0,0,0,0,0,0,0,0,0,0.003025054931640625,0.003025054931640625,MALIGN
0,0,0,0,0,0,0,0,0,0.0005009174346923828,0.0005009174346923828,MALIGN
0,0,0,0,0,0,0,0,0,0.003033876419067383,0.003033876419067383,MALIGN
0,0,0,0,0,0,0,0,0,0.0003101825714111328,0.0003101825714111328,MALIGN
0,0,0,0,0,0,0,0,0,0.0030260086059570312,0.0030260086059570312,MALIGN
0,0,0,0,0,0,0,0,0,0.0003979206085205078,0.0003979206085205078,MALIGN
0,0,0,0,0,0,0,0,0,0.003011941909790039,0.003011941909790039,MALIGN
0,0,0,0,0,0,0,0,0,0.0002651214599609375,0.0002651214599609375,MALIGN
0,0,0,0,0,0,0,0,0,0.0030138492584228516,0.0030138492584228516,MALIGN
0,0,0,0,0,0,0,0,0,0.0002830028533935547,0.0002830028533935547,MALIGN
0,0,0,0,0,0,0,0,0,0.0030221939086914062,0.0030221939086914062,MALIGN
0,0,0,0,0,0,0,0,0,0.00031495094299316406,0.00031495094299316406,MALIGN
0,0,0,0,0,0,0,0,0,0.00302886962890625,0.00302886962890625,MALIGN
0,0,0,0,0,0,0,0,0,0.00038313865661621094,0.00038313865661621094,MALIGN
0,0,0,0,0,0,0,0,0,0.0030460357666015625,0.0030460357666015625,MALIGN
0,0,0,0,0,0,0,0,0,0.0006358623504638672,0.0006358623504638672,MALIGN
0,0,0,0,0,0,0,0,0,0.003020048141479492,0.003020048141479492,MALIGN
0,0,0,0,0,0,0,0,0,0.00023889541625976562,0.00023889541625976562,MALIGN
0,0,0,0,0,0,0,0,0,0.0030159950256347656,0.0030159950256347656,MALIGN
0,0,0,0,0,0,0,0,0,0.0003161430358886719,0.0003161430358886719,MALIGN
0,0,0,0,0,0,0,0,0,0.0030159950256347656,0.0030159950256347656,MALIGN
0,0,0,0,0,0,0,0,0,0.0005669593811035156,0.0005669593811035156,MALIGN
0,0,0,0,0,0,0,0,0,0.0030269622802734375,0.0030269622802734375,MALIGN
0,0,0,0,0,0,0,0,0,0.0004630088806152344,0.0004630088806152344,MALIGN
0,0,0,0,0,0,0,0,0,0.0030460357666015625,0.0030460357666015625,MALIGN
0,0,0,0,0,0,0,0,0,0.0005259513854980469,0.0005259513854980469,MALIGN
0,0,0,0,0,0,0,0,0,0.003019094467163086,0.003019094467163086,MALIGN
0,0,0,0,0,0,0,0,0,0.000331878662109375,0.000331878662109375,MALIGN
0,0,0,0,0,0,0,0,0,0.0030150413513183594,0.0030150413513183594,MALIGN
0,0,0,0,0,0,0,0,0,0.0002219676971435547,0.0002219676971435547,MALIGN
0,0,0,0,0,0,0,0,0,0.003030061721801758,0.003030061721801758,MALIGN
0,0,0,0,0,0,0,0,0,0.0006439685821533203,0.0006439685821533203,MALIGN
0,0,0,0,0,0,0,0,0,0.0030291080474853516,0.0030291080474853516,MALIGN
0,0,0,0,0,0,0,0,0,0.0003788471221923828,0.0003788471221923828,MALIGN
0,0,0,0,0,0,0,0,0,0.0030219554901123047,0.0030219554901123047,MALIGN
0,0,0,0,0,0,0,0,0,0.0004210472106933594,0.0004210472106933594,MALIGN
0,0,0,0,0,0,0,0,0,0.0030150413513183594,0.0030150413513183594,MALIGN
0,0,0,0,0,0,0,0,0,0.00020694732666015625,0.00020694732666015625,MALIGN
0,0,0,0,0,0,0,0,0,0.0030159950256347656,0.0030159950256347656,MALIGN
0,0,0,0,0,0,0,0,0,0.00028204917907714844,0.00028204917907714844,MALIGN
0,0,0,0,0,0,0,0,0,0.0030350685119628906,0.0030350685119628906,MALIGN
0,0,0,0,0,0,0,0,0,0.0006020069122314453,0.0006020069122314453,MALIGN
0,0,0,0,0,0,0,0,0,0.0030210018157958984,0.0030210018157958984,MALIGN
0,0,0,0,0,0,0,0,0,0.00037598609924316406,0.00037598609924316406,MALIGN
0,0,0,0,0,0,0,0,0,0.00302886962890625,0.00302886962890625,MALIGN
0,0,0,0,0,0,0,0,0,0.00037217140197753906,0.00037217140197753906,MALIGN
0,0,0,0,0,0,0,0,0,0.0030219554901123047,0.0030219554901123047,MALIGN
0,0,0,0,0,0,0,0,0,0.0003349781036376953,0.0003349781036376953,MALIGN
0,0,0,0,0,0,0,0,0,0.0030128955841064453,0.0030128955841064453,MALIGN
0,0,0,0,0,0,0,0,0,0.00020003318786621094,0.00020003318786621094,MALIGN
0,0,0,0,0,0,0,0,0,0.00304412841796875,0.00304412841796875,MALIGN
0,0,0,0,0,0,0,0,0,0.0007560253143310547,0.0007560253143310547,MALIGN
0,0,0,0,0,0,0,0,0,0.003033876419067383,0.003033876419067383,MALIGN
0,0,0,0,0,0,0,0,0,0.0004241466522216797,0.0004241466522216797,MALIGN
0,0,0,0,0,0,0,0,0,0.003023862838745117,0.003023862838745117,MALIGN
0,0,0,0,0,0,0,0,0,0.0004830360412597656,0.0004830360412597656,MALIGN
0,0,0,0,0,0,0,0,0,0.003017902374267578,0.003017902374267578,MALIGN
0,0,0,0,0,0,0,0,0,0.00037097930908203125,0.00037097930908203125,MALIGN
0,0,0,0,0,0,0,0,0,0.0030221939086914062,0.0030221939086914062,MALIGN
0,0,0,0,0,0,0,0,0,0.0003108978271484375,0.0003108978271484375,MALIGN
0,0,0,0,0,0,0,0,0,0.003036022186279297,0.003036022186279297,MALIGN
0,0,0,0,0,0,0,0,0,0.00035500526428222656,0.00035500526428222656,MALIGN
0,0,0,0,0,0,0,0,0,0.003022909164428711,0.003022909164428711,MALIGN
0,0,0,0,0,0,0,0,0,0.00034618377685546875,0.00034618377685546875,MALIGN
0,0,0,0,0,0,0,0,0,0.0030279159545898438,0.0030279159545898438,MALIGN
0,0,0,0,0,0,0,0,0,0.0004830360412597656,0.0004830360412597656,MALIGN
0,0,0,0,0,0,0,0,0,0.0030188560485839844,0.0030188560485839844,MALIGN
0,0,0,0,0,0,0,0,0,0.0002911090850830078,0.0002911090850830078,MALIGN
0,0,0,0,0,0,0,0,0,0.0030100345611572266,0.0030100345611572266,MALIGN
0,0,0,0,0,0,0,0,0,0.00018095970153808594,0.00018095970153808594,MALIGN
0,0,0,0,0,0,0,0,0,0.003033876419067383,0.003033876419067383,MALIGN
0,0,0,0,0,0,0,0,0,0.0006580352783203125,0.0006580352783203125,MALIGN
0,0,0,0,0,0,0,0,0,0.003031015396118164,0.003031015396118164,MALIGN
0,0,0,0,0,0,0,0,0,0.00044798851013183594,0.00044798851013183594,MALIGN
0,0,0,0,0,0,0,0,0,0.003041982650756836,0.003041982650756836,MALIGN
0,0,0,0,0,0,0,0,0,0.00046515464782714844,0.00046515464782714844,MALIGN
0,0,0,0,0,0,0,0,0,0.0030150413513183594,0.0030150413513183594,MALIGN
0,0,0,0,0,0,0,0,0,0.00017786026000976562,0.00017786026000976562,MALIGN
0,0,0,0,0,0,0,0,0,0.003014087677001953,0.003014087677001953,MALIGN
0,0,0,0,0,0,0,0,0,0.0002968311309814453,0.0002968311309814453,MALIGN
0,0,0,0,0,0,0,0,0,0.003025054931640625,0.003025054931640625,MALIGN
0,0,0,0,0,0,0,0,0,0.0004379749298095703,0.0004379749298095703,MALIGN
0,0,0,0,0,0,0,0,0,0.0030341148376464844,0.0030341148376464844,MALIGN
0,0,0,0,0,0,0,0,0,0.0006270408630371094,0.0006270408630371094,MALIGN
0,0,0,0,0,0,0,0,0,0.0030210018157958984,0.0030210018157958984,MALIGN
0,0,0,0,0,0,0,0,0,0.00021696090698242188,0.00021696090698242188,MALIGN
0,0,0,0,0,0,0,0,0,0.003014087677001953,0.003014087677001953,MALIGN
0,0,0,0,0,0,0,0,0,0.0003159046173095703,0.0003159046173095703,MALIGN
0,0,0,0,0,0,0,0,0,0.0030159950256347656,0.0030159950256347656,MALIGN
0,0,0,0,0,0,0,0,0,0.00026988983154296875,0.00026988983154296875,MALIGN
0,0,0,0,0,0,0,0,0,0.003020048141479492,0.003020048141479492,MALIGN
0,0,0,0,0,0,0,0,0,0.0003840923309326172,0.0003840923309326172,MALIGN
0,0,0,0,0,0,0,0,0,0.0030498504638671875,0.0030498504638671875,MALIGN
0,0,0,0,0,0,0,0,0,0.0004432201385498047,0.0004432201385498047,MALIGN
0,0,0,0,0,0,0,0,0,0.0030198097229003906,0.0030198097229003906,MALIGN
0,0,0,0,0,0,0,0,0,0.0003571510314941406,0.0003571510314941406,MALIGN
0,0,0,0,0,0,0,0,0,0.0030159950256347656,0.0030159950256347656,MALIGN
0,0,0,0,0,0,0,0,0,0.00020503997802734375,0.00020503997802734375,MALIGN
0,0,0,0,0,0,0,0,0,0.0030269622802734375,0.0030269622802734375,MALIGN
0,0,0,0,0,0,0,0,0,0.00035881996154785156,0.00035881996154785156,MALIGN
0,0,0,0,0,0,0,0,0,0.003027200698852539,0.003027200698852539,MALIGN
0,0,0,0,0,0,0,0,0,0.0004010200500488281,0.0004010200500488281,MALIGN
0,0,0,0,0,0,0,0,0,0.003033876419067383,0.003033876419067383,MALIGN
0,0,0,0,0,0,0,0,0,0.002480030059814453,0.002480030059814453,MALIGN
0,0,0,0,0,0,0,0,0,0.003019094467163086,0.003019094467163086,MALIGN
0,0,0,0,0,0,0,0,0,0.0002429485321044922,0.0002429485321044922,MALIGN
0,0,0,0,0,0,0,0,0,0.0030078887939453125,0.0030078887939453125,MALIGN
0,0,0,0,0,0,0,0,0,0.00018906593322753906,0.00018906593322753906,MALIGN
0,0,0,0,0,0,0,0,0,0.0030329227447509766,0.0030329227447509766,MALIGN
0,0,0,0,0,0,0,0,0,0.0004241466522216797,0.0004241466522216797,MALIGN
0,0,0,0,0,0,0,0,0,0.0030219554901123047,0.0030219554901123047,MALIGN
0,0,0,0,0,0,0,0,0,0.00037288665771484375,0.00037288665771484375,MALIGN
0,0,0,0,0,0,0,0,0,0.00304412841796875,0.00304412841796875,MALIGN
0,0,0,0,0,0,0,0,0,0.00046896934509277344,0.00046896934509277344,MALIGN
0,0,0,0,0,0,0,0,0,0.0030150413513183594,0.0030150413513183594,MALIGN
0,0,0,0,0,0,0,0,0,0.0002579689025878906,0.0002579689025878906,MALIGN
0,0,0,0,0,0,0,0,0,0.003017902374267578,0.003017902374267578,MALIGN
0,0,0,0,0,0,0,0,0,0.0003020763397216797,0.0003020763397216797,MALIGN
0,0,0,0,0,0,0,0,0,0.003022909164428711,0.003022909164428711,MALIGN
0,0,0,0,0,0,0,0,0,0.000408172607421875,0.000408172607421875,MALIGN
0,0,0,0,0,0,0,0,0,0.0030269622802734375,0.0030269622802734375,MALIGN
0,0,0,0,0,0,0,0,0,0.00034999847412109375,0.00034999847412109375,MALIGN
0,0,0,0,0,0,0,0,0,0.003020048141479492,0.003020048141479492,MALIGN
0,0,0,0,0,0,0,0,0,0.0002567768096923828,0.0002567768096923828,MALIGN
0,0,0,0,0,0,0,0,0,0.003020048141479492,0.003020048141479492,MALIGN
0,0,0,0,0,0,0,0,0,0.00030112266540527344,0.00030112266540527344,MALIGN
0,0,0,0,0,0,0,0,0,0.003011941909790039,0.003011941909790039,MALIGN
0,0,0,0,0,0,0,0,0,0.0001900196075439453,0.0001900196075439453,MALIGN
0,0,0,0,0,0,0,0,0,0.003053903579711914,0.003053903579711914,MALIGN
0,0,0,0,0,0,0,0,0,0.00048804283142089844,0.00048804283142089844,MALIGN
0,0,0,0,0,0,0,0,0,0.003030061721801758,0.003030061721801758,MALIGN
0,0,0,0,0,0,0,0,0,0.00039696693420410156,0.00039696693420410156,MALIGN
0,0,0,0,0,0,0,0,0,0.0030269622802734375,0.0030269622802734375,MALIGN
0,0,0,0,0,0,0,0,0,0.00040793418884277344,0.00040793418884277344,MALIGN
0,0,0,0,0,0,0,0,0,0.003019094467163086,0.003019094467163086,MALIGN
0,0,0,0,0,0,0,0,0,0.0002570152282714844,0.0002570152282714844,MALIGN
0,0,0,0,0,0,0,0,0,0.0030210018157958984,0.0030210018157958984,MALIGN
0,0,0,0,0,0,0,0,0,0.0004360675811767578,0.0004360675811767578,MALIGN
0,0,0,0,0,0,0,0,0,0.0030260086059570312,0.0030260086059570312,MALIGN
0,0,0,0,0,0,0,0,0,0.0004248619079589844,0.0004248619079589844,MALIGN
0,0,0,0,0,0,0,0,0,0.003038167953491211,0.003038167953491211,MALIGN
0,0,0,0,0,0,0,0,0,0.00033092498779296875,0.00033092498779296875,MALIGN
0,0,0,0,0,0,0,0,0,0.0030150413513183594,0.0030150413513183594,MALIGN
